time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2003-08-23,23.7,16.6,0.6,0.6,0.0,4.48,11.1,134,1015.8,12.22,2.0,2.34
2003-08-24,17.2,11.2,32.6,32.6,0.0,6.3,13.1,216,1016.1,1.34,24.0,0.42
2003-08-25,15.3,8.8,0.7,0.7,0.0,5.44,10.1,249,1024.2,15.8,4.0,2.53
2003-08-26,13.8,6.3,0.0,0.0,0.0,3.14,7.0,177,1025.5,12.65,0.0,1.97
2003-08-27,14.9,5.4,0.5,0.5,0.0,2.82,6.1,140,1026.9,15.09,2.0,2.28
2003-08-28,14.3,5.9,0.9,0.9,0.0,3.42,8.2,227,1028.5,14.54,5.0,2.11
2003-08-29,15.7,10.0,1.7,1.7,0.0,5.83,11.3,153,1029.5,13.01,10.0,1.98
2003-08-30,13.3,9.7,14.8,14.8,0.0,4.84,9.5,138,1027.4,4.92,15.0,0.97
2003-08-31,17.1,9.8,0.1,0.1,0.0,3.75,7.6,141,1024.6,11.08,1.0,1.9
2003-09-01,17.1,8.8,0.0,0.0,0.0,3.24,6.2,141,1024.6,15.3,0.0,2.33
2003-09-02,19.1,6.8,0.0,0.0,0.0,3.89,7.7,123,1025.9,17.09,0.0,2.67
